5;"e1";168;32;"2010-11-13";"13:39:50";1758721;66;"2010-11-13 13:39:50";"2010-10-16 22:13";110;138;249;163;0;0;"2010-10-16 18:47:04";0;2;2;1;0;48;110;138;"2010-11-13 13:34:43";"0:05:07";307
5;"e1";168;31;"2010-11-12";"22:11:33";1432744;865;"2010-11-12 22:11:33";"2010-10-16 22:13";2733;2281;1255;774;4;0;"2009-11-15 20:37:37";2;7;1;2;7;559;2733;2281;"2010-11-12 20:48:43";"1:22:50";4970
5;"e1";168;31;"2010-11-12";"22:00:19";1432744;865;"2010-11-12 22:00:19";"2010-10-16 22:13";2732;2281;1255;774;4;0;"2009-11-15 20:37:37";2;4;0;1;4;559;2732;2281;"2010-11-12 20:48:43";"1:11:36";4296
5;"e1";168;18;"2010-10-30";"19:48:05";154904;285;"2010-10-30 19:48:05";"2010-10-16 22:13";7;19;560;51;5;1;"2007-12-26 19:24:18";3;15;17;12;14;13;7;19;"2010-10-30 19:42:36";"0:05:29";329
5;"e1";168;7;"2010-10-19";"20:30:56";1758721;66;"2010-10-19 20:30:56";"2010-10-16 22:13";4;2;249;4;0;0;"2010-10-16 18:47:04";0;0;0;0;0;2;4;2;"2010-10-19 20:20:55";"0:10:01";601
5;"e1";168;4;"2010-10-16";"19:15:20";1743293;122;"2010-10-16 19:15:20";"2010-10-16 22:13";14;9;1533;31;13;1;"2010-09-19 20:58:37";11;21;13;19;12;6;14;9;"2010-10-16 18:30:40";"0:44:40";2680
5;"e1";168;4;"2010-10-16";"10:10:56";1452734;611;"2010-10-16 10:10:56";"2010-10-16 22:13";2248;2870;2154;1763;2;0;"2009-12-03 17:38:45";0;0;12;1;3;568;2248;2870;"2010-10-16 09:52:30";"0:18:26";1106
5;"e1";168;4;"2010-10-15";"22:28:24";1743293;122;"2010-10-15 22:28:24";"2010-10-16 22:13";9;5;1533;28;13;1;"2010-09-19 20:58:37";11;18;11;16;11;6;9;5;"2010-10-15 22:09:54";"0:18:30";1110
5;"e1";168;3;"2010-10-15";"20:45:42";1743293;122;"2010-10-15 20:45:42";"2010-10-16 22:13";8;4;1533;23;13;1;"2010-09-19 20:58:37";11;12;5;10;5;5;8;4;"2010-10-15 20:43:40";"0:02:02";122
5;"e1";168;3;"2010-10-15";"18:02:23";1743293;122;"2010-10-15 18:02:23";"2010-10-16 22:13";4;1;1533;19;13;1;"2010-09-19 20:58:37";11;3;1;1;0;1;4;1;"2010-10-15 17:52:02";"0:10:21";621
5;"e1";168;2;"2010-10-14";"18:28:53";650053;266;"2010-10-14 18:28:53";"2010-10-16 22:13";1029;602;2009;1957;0;0;"2008-07-16 12:13:47";0;9;23;8;9;264;1029;602;"2010-10-14 17:24:51";"1:04:02";3842
5;"e1";168;2;"2010-10-13";"23:55:52";154904;285;"2010-10-13 23:55:52";"2010-10-16 22:13";0;1;560;34;5;1;"2007-12-26 19:24:18";3;8;13;8;9;1;0;1;"2010-10-13 22:42:42";"1:13:10";4390
5;"e1";168;1;"2010-10-13";"21:48:52";154904;285;"2010-10-13 21:48:52";"2010-10-16 22:13";0;1;560;33;5;1;"2007-12-26 19:24:18";3;5;4;3;3;1;0;1;"2010-10-13 21:42:33";"0:06:19";379
5;"e1";168;1;"2010-10-12";"22:13:43";154904;285;"2010-10-12 22:13:43";"2010-10-16 22:13";0;1;560;30;5;1;"2007-12-26 19:24:18";3;2;1;1;1;1;0;1;"2010-10-12 22:05:12";"0:08:31";511
5;"e1";169;1;"2010-10-13";"21:53:10";154904;285;"2010-10-13 21:53:10";"2010-10-15 21:53";0;1;560;33;5;1;"2007-12-26 19:24:18";3;6;5;4;4;1;0;1;"2010-10-13 21:42:33";"0:10:37";637
5;"e1";169;1;"2010-10-14";"17:06:47";650053;266;"2010-10-14 17:06:47";"2010-10-15 21:53";1025;597;2009;1955;0;0;"2008-07-16 12:13:47";0;3;17;2;3;261;1025;597;"2010-10-14 16:57:11";"0:09:36";576
5;"e1";169;1;"2010-10-14";"18:24:08";650053;266;"2010-10-14 18:24:08";"2010-10-15 21:53";1029;602;2009;1957;0;0;"2008-07-16 12:13:47";0;8;22;7;8;264;1029;602;"2010-10-14 17:24:51";"0:59:17";3557
5;"e1";169;1;"2010-10-14";"20:59:23";1743293;122;"2010-10-14 20:59:23";"2010-10-15 21:53";4;1;1533;16;13;1;"2010-09-19 20:58:37";11;1;1;0;0;1;4;1;"2010-10-14 17:24:49";"3:34:34";12874
5;"e1";169;2;"2010-10-15";"18:10:55";1743293;122;"2010-10-15 18:10:55";"2010-10-15 21:53";4;1;1533;19;13;1;"2010-09-19 20:58:37";11;4;2;2;1;1;4;1;"2010-10-15 17:52:02";"0:18:53";1133
5;"e1";169;2;"2010-10-15";"20:48:13";1743293;122;"2010-10-15 20:48:13";"2010-10-15 21:53";8;4;1533;23;13;1;"2010-09-19 20:58:37";11;13;6;11;6;5;8;4;"2010-10-15 20:43:40";"0:04:33";273
5;"e1";169;3;"2010-10-16";"19:18:36";1743293;122;"2010-10-16 19:18:36";"2010-10-15 21:53";14;9;1533;31;13;1;"2010-09-19 20:58:37";11;22;14;20;13;6;14;9;"2010-10-16 18:30:40";"0:47:56";2876
5;"e1";169;18;"2010-10-30";"22:55:57";154904;285;"2010-10-30 22:55:57";"2010-10-15 21:53";7;19;560;52;5;1;"2007-12-26 19:24:18";3;16;17;12;15;13;7;19;"2010-10-30 22:53:08";"0:02:49";169
5;"e1";169;23;"2010-11-05";"18:42:03";1743293;122;"2010-11-05 18:42:03";"2010-10-15 21:53";213;181;1533;190;13;1;"2010-09-19 20:58:37";11;39;23;28;19;24;213;181;"2010-11-05 18:40:29";"0:01:34";94
5;"e1";169;29;"2010-11-11";"21:26:06";1743293;122;"2010-11-11 21:26:06";"2010-10-15 21:53";316;256;1533;238;13;1;"2010-09-19 20:58:37";11;45;25;29;20;29;316;256;"2010-11-11 21:12:54";"0:13:12";792
5;"e1";169;30;"2010-11-12";"10:39:35";1432744;865;"2010-11-12 10:39:35";"2010-10-15 21:53";2681;2241;1255;772;4;0;"2009-11-15 20:37:37";2;0;0;0;0;548;2681;2241;"2010-11-12 10:03:58";"0:35:37";2137
5;"e1";169;30;"2010-11-12";"20:35:13";1432744;865;"2010-11-12 20:35:13";"2010-10-15 21:53";2711;2259;1255;773;4;0;"2009-11-15 20:37:37";2;2;0;1;1;557;2711;2259;"2010-11-12 18:28:19";"2:06:54";7614
5;"e1";169;31;"2010-11-12";"22:05:20";1432744;865;"2010-11-12 22:05:20";"2010-10-15 21:53";2732;2281;1255;774;4;0;"2009-11-15 20:37:37";2;5;0;1;5;559;2732;2281;"2010-11-12 20:48:43";"1:16:37";4597
5;"e1";169;31;"2010-11-12";"22:13:47";1432744;865;"2010-11-12 22:13:47";"2010-10-15 21:53";2733;2281;1255;774;4;0;"2009-11-15 20:37:37";2;8;2;3;8;559;2733;2281;"2010-11-12 20:48:43";"1:25:04";5104
5;"e1";169;31;"2010-11-12";"22:28:40";1432744;865;"2010-11-12 22:28:40";"2010-10-15 21:53";2735;2283;1255;774;4;0;"2009-11-15 20:37:37";2;12;6;6;12;559;2735;2283;"2010-11-12 20:48:43";"1:39:57";5997
5;"e1";169;31;"2010-11-13";"12:56:58";1432744;865;"2010-11-13 12:56:58";"2010-10-15 21:53";2759;2310;1255;776;4;0;"2009-11-15 20:37:37";2;14;6;7;13;565;2759;2310;"2010-11-13 11:14:17";"1:42:41";6161
5;"e1";169;31;"2010-11-13";"14:11:31";1432744;865;"2010-11-13 14:11:31";"2010-10-15 21:53";2773;2319;1255;778;4;0;"2009-11-15 20:37:37";2;17;9;9;17;569;2773;2319;"2010-11-13 13:12:39";"0:58:52";3532
5;"e1";169;31;"2010-11-13";"14:24:13";1432744;865;"2010-11-13 14:24:13";"2010-10-15 21:53";2773;2319;1255;779;4;0;"2009-11-15 20:37:37";2;19;11;11;19;569;2773;2319;"2010-11-13 14:16:12";"0:08:01";481
5;"e1";169;32;"2010-11-14";"09:54:34";1432744;865;"2010-11-14 09:54:34";"2010-10-15 21:53";2790;2342;1255;785;4;0;"2009-11-15 20:37:37";2;22;15;12;21;577;2790;2342;"2010-11-14 09:47:43";"0:06:51";411
