"41.txt",2.47158587158587,4,"0-1 1-2 1-3 ",0.7,0,0.683012701892219,0.75
"42.txt",2.48125268125268,4,"0-1 0-2 2-3 ",0.625,0,0.809016994374947,1
"43.txt",2.61518661518662,4,"0-1 0-2 2-3 1-2 ",0.775,0.6,0.792521621656508,0.5
"44.txt",2.61811811811812,4,"0-1 0-2 1-3 2-3 ",0.75,0,1,0.5
"45.txt",2.73931073931074,4,"0-1 0-2 1-3 2-3 1-2 ",0.875,0.75,0.890388203202207,0.25
"46.txt",2.85322465322465,4,"0-1 0-2 0-3 1-2 1-3 2-3 ",1,1,1,0
"51.txt",3.06485151818485,5,"0-1 1-2 1-3 1-4 ",0.657142857142857,0,0.6,1.2
"510.txt",3.21647647647648,5,"0-1 0-2 3-4 2-3 1-2 ",0.610793650793651,0.5,0.694103800314691,1.4
"511.txt",3.32627961294628,5,"0-1 0-2 3-4 2-3 1-2 2-4 ",0.733333333333333,0.6,0.712310562561766,0.8
"512.txt",3.22615949282616,5,"0-1 0-2 2-3 3-4 1-4 ",0.666666666666667,0,1,1
"513.txt",3.33582248915582,5,"0-1 0-2 0-3 2-4 3-4 1-3 ",0.72,0.333333333333333,0.831265034931732,0.8
"514.txt",3.43374040707374,5,"0-1 0-2 0-3 2-4 3-4 1-3 2-3 ",0.786666666666667,0.642857142857143,0.787086466394006,0.6
"515.txt",3.31909242575909,5,"0-1 0-2 0-3 3-4 1-2 1-3 ",0.694285714285714,0.6,0.795173200405268,1
"516.txt",3.42174841508175,5,"0-1 0-2 0-3 3-4 1-2 1-3 2-3 ",0.794285714285714,0.8,0.817226039530299,0.6
"517.txt",3.53000333667,5,"0-1 0-2 0-3 2-4 3-4 1-2 1-3 2-3 ",0.853333333333333,0.789473684210526,0.864680855217295,0.4
"518.txt",3.44211544878211,5,"0-1 0-2 0-3 1-4 2-4 3-4 1-3 ",0.773333333333333,0.461538461538462,0.901120911629399,0.6
"519.txt",3.53757090423757,5,"0-1 0-2 0-3 1-4 2-4 3-4 1-3 2-3 ",0.84,0.666666666666667,0.847213595499958,0.4
"52.txt",3.08403069736403,5,"0-1 0-2 2-3 2-4 ",0.582222222222222,0,0.652394525479134,1.6
"520.txt",3.62463797130464,5,"0-1 0-2 0-3 1-4 2-4 3-4 1-2 1-3 2-3 ",0.92,0.875,0.929150262212918,0.2
"521.txt",3.71784451117784,5,"0-1 0-2 0-3 0-4 1-2 1-3 1-4 2-3 2-4 3-4 ",1,1,1,0
"53.txt",3.19214547881215,5,"0-1 0-2 2-3 2-4 1-2 ",0.695238095238095,0.375,0.668584616555434,1
"54.txt",3.21338004671338,5,"0-1 0-2 1-3 2-3 2-4 ",0.640952380952381,0,0.783311122294854,1.2
"55.txt",3.20417083750417,5,"0-1 0-2 1-3 2-4 1-2 ",0.653333333333333,0.428571428571429,0.747406836728532,1.2
"56.txt",3.31462796129463,5,"0-1 0-2 1-3 2-3 2-4 1-2 ",0.740952380952381,0.545454545454545,0.737108786534159,0.8
"57.txt",3.33450784117451,5,"0-1 0-2 1-3 2-3 1-4 2-4 ",0.72,0,0.889897948556636,0.8
"58.txt",3.42453787120454,5,"0-1 0-2 1-3 2-3 1-4 2-4 1-2 ",0.8,0.6,0.8,0.6
"59.txt",3.09460794127461,5,"0-1 0-2 3-4 2-3 ",0.521904761904762,0,0.746410161513775,2
"61.txt",3.65869094901353,6,"0-1 1-2 1-3 1-4 1-5 ",0.62962962962963,0,0.539344662916632,1.66666666666667
"610.txt",3.92810229584423,6,"0-1 0-2 1-3 2-3 1-4 2-4 2-5 ",0.638888888888889,0,0.734123250556898,1.5
"6100.txt",4.31265459007394,6,"0-1 0-2 0-3 0-4 3-5 4-5 1-2 1-3 1-4 2-4 3-4 ",0.806547619047619,0.75,0.809825239206624,0.666666666666667
"6101.txt",4.21052342665246,6,"0-1 0-2 0-3 0-4 4-5 1-2 1-3 1-4 2-3 2-4 ",0.743055555555556,0.777777777777778,0.821342536440772,1
"6102.txt",4.29245697310213,6,"0-1 0-2 0-3 0-4 4-5 1-2 1-3 1-4 2-3 2-4 3-4 ",0.814814814814815,0.882352941176471,0.841895706955173,0.666666666666667
"6103.txt",4.38830766250121,6,"0-1 0-2 0-3 0-4 3-5 4-5 1-2 1-3 1-4 2-3 2-4 3-4 ",0.854166666666667,0.846153846153846,0.866912056369873,0.5
"6104.txt",4.47518486228164,6,"0-1 0-2 0-3 0-4 2-5 3-5 4-5 1-2 1-3 1-4 2-3 2-4 3-4 ",0.896825396825397,0.866666666666667,0.904646478728457,0.333333333333333
"6105.txt",4.3271335851981,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 4-5 1-3 1-4 2-4 ",0.793650793650794,0.6,0.916905316819741,0.666666666666667
"6106.txt",4.31833769253124,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 4-5 1-3 1-4 3-4 ",0.798611111111111,0.67741935483871,0.88275690235093,0.666666666666667
"6107.txt",4.32789563757306,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 1-3 1-4 2-4 3-4 ",0.793650793650794,0.6,0.910683602522959,0.666666666666667
"6108.txt",4.40659046142917,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 4-5 1-3 1-4 2-4 3-4 ",0.841269841269841,0.72972972972973,0.844631078584166,0.5
"6109.txt",4.41092705608835,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 4-5 1-3 1-4 2-3 2-4 ",0.833333333333333,0.666666666666667,1,0.5
"611.txt",3.90652588071943,6,"0-1 0-2 1-3 2-3 1-4 2-5 1-2 ",0.652777777777778,0.428571428571429,0.691590902828917,1.5
"6110.txt",4.48261164390197,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 4-5 1-3 1-4 2-3 2-4 3-4 ",0.888888888888889,0.818181818181818,0.895380220544836,0.333333333333333
"6111.txt",4.55675352772127,6,"0-1 0-2 0-3 0-4 1-5 2-5 3-5 4-5 1-2 1-3 1-4 2-3 2-4 3-4 ",0.944444444444444,0.923076923076923,0.950260353119404,0.166666666666667
"6112.txt",4.62778907940198,6,"0-1 0-2 0-3 0-4 0-5 1-2 1-3 1-4 1-5 2-3 2-4 2-5 3-4 3-5 4-5 ",1,1,1,0
"612.txt",4.00583809616068,6,"0-1 0-2 1-3 2-3 1-4 2-4 2-5 1-2 ",0.710648148148148,0.473684210526316,0.683668165076566,1.16666666666667
"613.txt",4.03372081759179,6,"0-1 0-2 1-3 2-3 1-4 2-4 1-5 2-5 ",0.694444444444444,0,0.804737854124365,1.16666666666667
"614.txt",4.10448190125609,6,"0-1 0-2 1-3 2-3 1-4 2-4 1-5 2-5 1-2 ",0.75,0.5,0.728713553878169,1
"615.txt",3.70649681940005,6,"0-1 0-2 3-4 2-3 2-5 ",0.508195508195508,0,0.610650410024502,2.66666666666667
"616.txt",3.81258355129323,6,"0-1 0-2 3-4 2-3 2-5 1-2 ",0.581018518518519,0.333333333333333,0.599049106192921,2
"617.txt",3.91010365203914,6,"0-1 0-2 3-4 2-3 2-5 1-2 2-4 ",0.675925925925926,0.428571428571429,0.618212559906154,1.33333333333333
