0-1 1-2 1-3,2.47158587158587
0-1 0-2 2-3,2.48125268125268
0-1 0-2 2-3 1-2,2.61518661518662
0-1 0-2 2-3,2.48125268125268
0-1 0-2 1-3 2-3,2.61811811811812
0-1 0-2 1-3 2-3 1-2,2.73931073931074
0-1 0-2 1-3 2-3,2.61811811811812
0-1 0-2 0-3 1-2 1-3 2-3,2.85322465322465
0-1 1-2 1-3 1-4,3.06485151818485
0-1 1-2 1-3,2.47158587158587
0-1 0-2 3-4 2-3 1-2,3.21647647647648
0-1 0-2 3-4 2-3,3.09460794127461
0-1 0-2 3-4 2-3 1-2 2-4,3.32627961294628
0-1 0-2 3-4 2-3 1-2,3.21647647647648
0-1 0-2 3-4 2-3,3.09460794127461
0-1 0-2 2-3 3-4 1-4,3.22615949282616
0-1 0-2 0-3 2-4 3-4 1-3,3.33582248915582
0-1 0-2 0-3 2-4 3-4 1-3 2-3,3.43374040707374
0-1 0-2 0-3 2-4 3-4 1-3,3.33582248915582
0-1 0-2 0-3 3-4 1-2 1-3,3.31909242575909
0-1 0-2 0-3 3-4 1-2 1-3 2-3,3.42174841508175
0-1 0-2 0-3 3-4 1-2 1-3,3.31909242575909
0-1 0-2 0-3 2-4 3-4 1-2 1-3 2-3,3.53000333667
0-1 0-2 0-3 1-4 2-4 3-4 1-3,3.44211544878211
0-1 0-2 0-3 1-4 2-4 3-4 1-3 2-3,3.53757090423757
0-1 0-2 0-3 1-4 2-4 3-4 1-3,3.44211544878211
0-1 0-2 2-3 2-4,3.08403069736403
0-1 0-2 2-3,2.48125268125268
0-1 0-2 0-3 1-4 2-4 3-4 1-2 1-3 2-3,3.62463797130464
0-1 0-2 0-3 0-4 1-2 1-3 1-4 2-3 2-4 3-4,3.71784451117784
0-1 0-2 2-3 2-4 1-2,3.19214547881215
0-1 0-2 2-3 2-4,3.08403069736403
0-1 0-2 2-3,2.48125268125268
0-1 0-2 1-3 2-3 2-4,3.21338004671338
0-1 0-2 1-3 2-3,2.61811811811812
0-1 0-2 1-3 2-4 1-2,3.20417083750417
0-1 0-2 1-3 2-3 2-4 1-2,3.31462796129463
0-1 0-2 1-3 2-3 2-4,3.21338004671338
0-1 0-2 1-3 2-3,2.61811811811812
0-1 0-2 1-3 2-3 1-4 2-4,3.33450784117451
0-1 0-2 1-3 2-3 1-4 2-4 1-2,3.42453787120454
0-1 0-2 1-3 2-3 1-4 2-4,3.33450784117451
0-1 0-2 3-4 2-3,3.09460794127461
0-1 1-2 1-3 1-4 1-5,3.65869094901353
0-1 1-2 1-3 1-4,3.06485151818485
0-1 1-2 1-3,2.47158587158587
0-1 0-2 1-3 2-3 1-4 2-4 2-5,3.92810229584423
0-1 0-2 1-3 2-3 1-4 2-4,3.33450784117451
0-1 0-2 0-3 0-4 3-5 4-5 1-2 1-3 1-4 2-4 3-4,4.31265459007394
0-1 0-2 0-3 0-4 3-5 4-5 1-2 1-3 1-4 2-4,4.23255190674545
0-1 0-2 0-3 0-4 4-5 1-2 1-3 1-4 2-3 2-4,4.21052342665246
0-1 0-2 0-3 0-4 4-5 1-2 1-3 1-4 2-3 2-4 3-4,4.29245697310213
0-1 0-2 0-3 0-4 4-5 1-2 1-3 1-4 2-3 2-4,4.21052342665246
