41.txt,0.5,['0'], ,1.5555555555555556,1.4444444444444444,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.txt,0.5,['1'], ,1.5555555555555556,1.5555555555555556,1.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.txt,0.5,['2'], ,1.3333333333333333,1.5555555555555556,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.txt,0.5,['3'], ,3.111111111111111,2.333333333333334,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.txt,0.5,['0'], ,2.0,2.0,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.txt,0.5,['1'], ,1.6666666666666667,1.4444444444444444,1.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.txt,0.5,['2'], ,1.1111111111111112,1.5555555555555556,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.txt,0.5,['3'], ,2.2222222222222223,1.8888888888888888,2.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.txt,0.5,['0'], ,1.6666666666666667,1.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.txt,0.5,['1'], ,1.3333333333333333,1.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.txt,0.5,['2'], ,2.2222222222222228,2.2222222222222228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.txt,0.5,['3'], ,2.888888888888889,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.txt,0.5,['0'], ,2.2222222222222223,1.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.txt,0.5,['1'], ,1.9999999999999998,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.txt,0.5,['2'], ,2.111111111111111,1.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.txt,0.5,['3'], ,2.3333333333333335,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.txt,0.5,['0'], ,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.txt,0.5,['1'], ,2.2222222222222228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.txt,0.5,['2'], ,2.4444444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.txt,0.5,['3'], ,2.2222222222222228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.txt,0.5,['0'], ,2.8888888888888884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.txt,0.5,['1'], ,2.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.txt,0.5,['2'], ,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.txt,0.5,['3'], ,2.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.txt,0.5,['0'], ,1.5555555555555556,1.5555555555555556,1.8888888888888888,1.5555555555555556,1.5555555555555556,1.2222222222222223,0,0,0,0,0,0,0,0,0,0,0
51.txt,0.5,['1'], ,1.6666666666666667,1.4444444444444444,1.6666666666666667,1.1111111111111112,1.5555555555555556,1.7777777777777777,0,0,0,0,0,0,0,0,0,0,0
51.txt,0.5,['2'], ,1.4444444444444444,1.7777777777777777,1.5555555555555556,1.6666666666666667,1.5555555555555556,1.4444444444444444,0,0,0,0,0,0,0,0,0,0,0
51.txt,0.5,['3'], ,1.2222222222222223,1.5555555555555556,1.5555555555555556,1.5555555555555556,1.4444444444444444,1.5555555555555556,0,0,0,0,0,0,0,0,0,0,0
510.txt,0.5,['0'], ,1.7777777777777777,2.2222222222222223,2.2222222222222228,2.1111111111111116,2.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
